limite superior;tiempo clave user_id linear_probing;tiempo clave user_name linear_probing;tiempo clave user_name quadratic;tiempo clave user_id quadratic;tiempo clave user_id double;tiempo clave user_name double;tiempo clave user_name stl;tiempo clave user_id stl; tiempo clave user_name abierto;tiempo clave user_id abierto;
1000;5.16566e-08;3.30765e-07;1.36242e-06;5.24996e-08;4.34984e-08;3.32719e-07;2.39805e-07;1.78572e-07;3.97792e-07;1.10014e-07
5000;6.84486e-08;5.34806e-07;1.53838e-06;4.4171e-08;4.19056e-08;3.36451e-07;2.28908e-07;1.58272e-07;3.15151e-07;2.793e-07
10000;1.37276e-07;7.78235e-07;5.23706e-07;1.10513e-07;6.89886e-08;1.70068e-06;2.32034e-07;1.58107e-07;3.45376e-07;1.72581e-07
15000;8.69114e-08;3.36614e-07;3.43838e-07;1.07229e-07;7.5629e-08;2.9659e-07;2.27528e-07;1.62425e-07;3.18029e-07;2.7918e-07
20000;9.26052e-08;2.94673e-07;1.22332e-06;1.10797e-07;2.163e-07;3.12335e-07;2.41173e-07;1.57544e-07;3.15959e-07;1.72689e-07
1000;4.33008e-08;3.30773e-07;1.25644e-06;4.56764e-08;4.329e-08;3.25987e-07;2.26765e-07;1.63021e-07;3.19511e-07;7.54474e-08
5000;4.4381e-08;5.35645e-07;1.74126e-06;4.69814e-08;4.38214e-08;3.19169e-07;2.37684e-07;1.57817e-07;3.4121e-07;2.81962e-07
10000;1.38363e-07;8.07922e-07;5.52743e-07;1.20416e-07;6.89278e-08;1.70543e-06;2.28019e-07;1.58587e-07;3.42916e-07;1.80485e-07
15000;9.70278e-08;3.19341e-07;2.98562e-07;1.07884e-07;6.53088e-08;3.16565e-07;2.2786e-07;1.61038e-07;3.33953e-07;2.86048e-07
20000;8.97936e-08;3.08746e-07;1.20292e-06;1.06841e-07;2.15285e-07;2.92871e-07;2.22202e-07;1.5974e-07;3.1547e-07;1.72935e-07
1000;4.3348e-08;2.88223e-07;1.23713e-06;4.63288e-08;4.3045e-08;2.93945e-07;2.22821e-07;1.58499e-07;3.32101e-07;6.95918e-08
5000;4.43902e-08;5.23784e-07;1.49834e-06;4.557e-08;4.3003e-08;3.44461e-07;2.21706e-07;1.57965e-07;3.19116e-07;2.76601e-07
10000;1.29977e-07;7.81918e-07;5.35319e-07;1.06753e-07;6.44628e-08;1.72132e-06;2.24861e-07;1.58885e-07;3.21732e-07;1.73562e-07
15000;8.48686e-08;3.00397e-07;3.13462e-07;1.07339e-07;6.33786e-08;2.9654e-07;2.24155e-07;1.5753e-07;3.19814e-07;2.73287e-07
20000;8.72774e-08;2.88866e-07;1.23114e-06;1.07874e-07;2.13159e-07;2.8382e-07;2.22718e-07;1.57098e-07;3.20157e-07;1.74442e-07
1000;4.39244e-08;3.07131e-07;1.35546e-06;4.4687e-08;4.34712e-08;2.84474e-07;2.26087e-07;1.57415e-07;3.33209e-07;6.65556e-08
5000;4.34206e-08;5.39698e-07;1.44468e-06;4.39726e-08;4.4127e-08;3.14012e-07;2.21439e-07;1.5762e-07;3.27989e-07;2.75752e-07
10000;1.29949e-07;7.96458e-07;5.35745e-07;1.09008e-07;6.50086e-08;1.75002e-06;2.23872e-07;1.57619e-07;3.1926e-07;1.7329e-07
15000;8.47214e-08;3.40269e-07;3.39452e-07;1.09483e-07;7.17666e-08;2.91245e-07;2.45064e-07;1.68818e-07;3.14676e-07;2.7589e-07
20000;9.09244e-08;3.18493e-07;1.28776e-06;1.14021e-07;2.33878e-07;3.21509e-07;2.33126e-07;1.65367e-07;3.40228e-07;1.74065e-07
1000;4.57214e-08;3.1121e-07;1.32815e-06;4.5906e-08;4.43818e-08;2.98235e-07;2.39736e-07;1.68402e-07;3.34263e-07;6.9485e-08
5000;4.68026e-08;5.88318e-07;1.83017e-06;5.54008e-08;8.00916e-08;5.38053e-07;2.54596e-07;1.64875e-07;3.49235e-07;2.88496e-07
10000;1.50237e-07;8.65039e-07;5.64594e-07;1.12168e-07;7.39054e-08;2.02759e-06;2.42771e-07;1.60088e-07;3.8492e-07;2.01815e-07
15000;1.00495e-07;3.15324e-07;3.63515e-07;1.32117e-07;7.2479e-08;3.37054e-07;2.39155e-07;1.88744e-07;3.74781e-07;3.1731e-07
20000;1.01968e-07;3.03224e-07;1.30369e-06;1.17858e-07;2.35364e-07;3.02881e-07;2.26179e-07;1.63377e-07;3.56344e-07;1.86546e-07
1000;4.30018e-08;2.95977e-07;1.20716e-06;4.38028e-08;4.29436e-08;2.95043e-07;2.28527e-07;1.5939e-07;3.18826e-07;7.21488e-08
5000;4.30962e-08;5.41189e-07;1.51791e-06;4.56608e-08;4.4701e-08;2.91836e-07;2.26883e-07;1.61668e-07;3.20632e-07;2.85826e-07
10000;1.33083e-07;7.47328e-07;5.4374e-07;1.1485e-07;6.3806e-08;1.66765e-06;2.47936e-07;1.64022e-07;3.22468e-07;1.73388e-07
15000;8.72018e-08;4.15598e-07;3.49201e-07;1.12678e-07;6.48894e-08;2.92671e-07;2.2743e-07;1.58087e-07;3.18922e-07;2.78823e-07
20000;9.3326e-08;3.5519e-07;1.29329e-06;1.10184e-07;2.23119e-07;3.00292e-07;2.27359e-07;1.73395e-07;3.39043e-07;1.81108e-07
1000;4.42778e-08;2.8995e-07;1.25483e-06;4.28566e-08;4.42288e-08;3.44837e-07;2.24604e-07;1.63902e-07;3.27766e-07;7.35874e-08
5000;4.37472e-08;5.30594e-07;1.49854e-06;4.46198e-08;5.17458e-08;2.9157e-07;2.22112e-07;1.57464e-07;3.20957e-07;2.74289e-07
10000;1.27876e-07;7.80039e-07;5.05102e-07;1.11647e-07;6.67788e-08;1.69264e-06;2.28526e-07;1.59713e-07;3.22505e-07;1.90514e-07
15000;8.56454e-08;3.10395e-07;3.17695e-07;1.09541e-07;6.50596e-08;3.28856e-07;2.34575e-07;1.60122e-07;3.16354e-07;2.75948e-07
20000;8.91118e-08;3.04264e-07;1.26535e-06;1.19906e-07;2.31258e-07;3.10609e-07;2.42784e-07;1.69533e-07;3.39339e-07;1.78912e-07
1000;4.90878e-08;3.24992e-07;1.31075e-06;4.57128e-08;4.68716e-08;3.11282e-07;2.37294e-07;1.75151e-07;3.49139e-07;7.99332e-08
5000;4.83174e-08;5.39571e-07;1.58959e-06;4.81168e-08;4.59348e-08;3.23589e-07;2.54323e-07;1.68213e-07;3.30987e-07;2.92698e-07
10000;1.40331e-07;8.41088e-07;5.60042e-07;1.18628e-07;7.2442e-08;1.66743e-06;2.38008e-07;1.59177e-07;3.18892e-07;1.82569e-07
15000;8.43848e-08;3.33503e-07;2.92735e-07;1.07146e-07;6.8772e-08;3.27528e-07;2.27358e-07;1.64948e-07;3.18306e-07;2.74717e-07
20000;8.87238e-08;3.15764e-07;1.21286e-06;1.08696e-07;2.1509e-07;2.96437e-07;2.20622e-07;1.61804e-07;3.2282e-07;1.7502e-07
1000;4.30554e-08;3.25074e-07;1.3007e-06;4.40842e-08;4.41632e-08;3.43031e-07;2.20463e-07;1.57783e-07;3.23455e-07;7.17238e-08
5000;4.22534e-08;5.03838e-07;1.45636e-06;4.61756e-08;4.30594e-08;2.93324e-07;2.21567e-07;1.58858e-07;3.51358e-07;2.74925e-07
10000;1.29632e-07;7.41403e-07;5.38754e-07;1.117e-07;6.44382e-08;1.67372e-06;2.22641e-07;1.58782e-07;3.17504e-07;1.72357e-07
15000;9.3733e-08;3.23243e-07;2.95809e-07;1.11364e-07;6.72292e-08;3.16667e-07;2.29455e-07;1.61524e-07;3.36496e-07;2.90273e-07
20000;9.74366e-08;3.1497e-07;1.25266e-06;1.17443e-07;2.24813e-07;3.02903e-07;2.52384e-07;1.66335e-07;3.63744e-07;1.7294e-07
1000;4.81908e-08;3.35523e-07;1.41108e-06;4.78756e-08;4.991e-08;3.2521e-07;2.28211e-07;1.68917e-07;3.34873e-07;7.29914e-08
5000;4.32066e-08;5.63355e-07;1.55381e-06;4.5981e-08;4.7166e-08;3.08098e-07;2.49251e-07;1.62336e-07;3.18731e-07;2.9321e-07
10000;1.42556e-07;8.11889e-07;5.37383e-07;1.09888e-07;7.799e-08;1.70446e-06;2.21891e-07;1.61695e-07;3.24354e-07;1.85495e-07
15000;8.9093e-08;2.94705e-07;3.06355e-07;1.20971e-07;6.74066e-08;3.54472e-07;2.33461e-07;1.7419e-07;3.1893e-07;2.78546e-07
