limite superior;tiempo clave user_name linear_probing;tiempo clave user_id linear_probing;tiempo clave user_name quadratic;tiempo clave user_id quadratic;tiempo clave user_name double;tiempo clave user_id double;tiempo clave user_name abierto;tiempo clave user_id abierto;tiempo clave user_name stl;tiempo clave user_id stl
15000;0.0407066;0.0281944;0.043212;0.028403;0.0368751;0.0269879;0.0407553;0.0316138;0.0282455;0.0270264
20000;0.0492494;0.0351263;0.0537535;0.0348938;0.0447261;0.0342969;0.0655756;0.0498155;0.0373818;0.0355096
1000;0.00274249;0.00193397;0.00883445;0.00203412;0.00242652;0.00181074;0.00371813;0.00271761;0.00187536;0.00178605
5000;0.0121233;0.0089139;0.0181832;0.00892112;0.0115377;0.00873034;0.016692;0.0121882;0.00940881;0.0090854
10000;0.0241145;0.0173944;0.0291035;0.0170749;0.0223916;0.0176191;0.0329146;0.0240791;0.0182078;0.0175361
15000;0.0412048;0.0281197;0.0438315;0.029153;0.0372336;0.0274186;0.0408478;0.0317576;0.0283359;0.0270252
20000;0.0490409;0.0350982;0.0540444;0.0356996;0.045654;0.0346913;0.0664863;0.0505153;0.036864;0.0353275
1000;0.00274063;0.00189676;0.00867972;0.0018686;0.00242495;0.00182184;0.00375598;0.00271586;0.00186018;0.00178337
5000;0.0120047;0.00882324;0.0177519;0.00868796;0.0114203;0.00869393;0.0169018;0.0125851;0.00931204;0.00891961
10000;0.0245036;0.0176216;0.0293337;0.0173394;0.0225379;0.017733;0.0331723;0.0245844;0.0181323;0.0175463
15000;0.0403123;0.0284365;0.044394;0.0292009;0.0376041;0.0276791;0.0411699;0.0319265;0.0285624;0.0271846
20000;0.0487853;0.034565;0.0550827;0.0356171;0.0457213;0.034825;0.0660211;0.0501988;0.0367544;0.0357928
1000;0.00279582;0.00189336;0.00897178;0.00183078;0.00242587;0.00181307;0.00375721;0.00271375;0.00186205;0.00180591
5000;0.0123727;0.00870581;0.0177312;0.0088536;0.0115693;0.00869603;0.0171343;0.0122355;0.00920547;0.00889112
10000;0.0245431;0.0175743;0.0294209;0.0175189;0.0227565;0.0177266;0.0327626;0.0242558;0.018187;0.0176556
15000;0.0400267;0.0281624;0.0435593;0.0327426;0.0373623;0.0268297;0.0416286;0.0320417;0.0279769;0.0268799
20000;0.0502149;0.0358002;0.055209;0.035933;0.0462725;0.0351359;0.0675706;0.0508045;0.0385102;0.0353591
1000;0.00265883;0.00193618;0.00977062;0.00189208;0.00266608;0.00189048;0.00374814;0.00275851;0.00191294;0.00185842
5000;0.0121287;0.00858491;0.0175853;0.00858202;0.0114567;0.00863909;0.0165301;0.0122637;0.00925801;0.00896833
10000;0.0244319;0.0177237;0.0292478;0.017233;0.0226577;0.0177844;0.0328141;0.0244983;0.0182537;0.0177723
15000;0.0398685;0.0279464;0.0434939;0.0288076;0.0368551;0.026927;0.0421198;0.031681;0.0280245;0.0268661
20000;0.0491241;0.0351101;0.0545555;0.0355327;0.0458548;0.0347915;0.0658543;0.0504614;0.0369188;0.0355209
1000;0.0026419;0.00191036;0.00861901;0.00187263;0.00245288;0.00181461;0.00371248;0.00270326;0.00188422;0.00181297
5000;0.0122383;0.00890335;0.0182579;0.00877698;0.0115118;0.00875239;0.0167847;0.0125583;0.00955393;0.00915075
10000;0.0243441;0.0181246;0.0293017;0.0174372;0.0227208;0.0175272;0.0325098;0.0239843;0.0186342;0.0179449
15000;0.0395813;0.0282213;0.0439622;0.0293655;0.0372845;0.0271758;0.0404678;0.0318309;0.0281424;0.0269647
20000;0.0491293;0.0346814;0.0555641;0.0358379;0.0457587;0.0349049;0.0661929;0.050213;0.037657;0.0359705
1000;0.00276866;0.0019013;0.0087585;0.00185173;0.00243006;0.00181754;0.00373068;0.00270834;0.00189331;0.0018148
5000;0.0121359;0.00869711;0.0176705;0.00872968;0.0114251;0.00872894;0.0167746;0.0123331;0.00935379;0.0090542
10000;0.0246127;0.0175544;0.0293192;0.0175631;0.0230322;0.0178413;0.0330516;0.0243681;0.0181334;0.0176296
15000;0.0398994;0.0286057;0.0437407;0.0293564;0.037117;0.026919;0.0410345;0.0314395;0.028195;0.027323
20000;0.0490925;0.0356683;0.0559406;0.0357493;0.0463652;0.0349502;0.0657587;0.0505495;0.0373957;0.0357921
1000;0.00270838;0.00185081;0.00870864;0.00184387;0.00241368;0.00181962;0.00365608;0.00270739;0.00191329;0.00185888
5000;0.011859;0.00878201;0.0178635;0.00878447;0.011469;0.00872293;0.0173684;0.0124509;0.00927667;0.00883822
10000;0.0242284;0.0176414;0.0295886;0.0171035;0.0225085;0.0188321;0.0328545;0.0240257;0.0180893;0.0175289
15000;0.0405451;0.0287742;0.0447958;0.0300213;0.0374408;0.0277511;0.0408135;0.0322887;0.0289857;0.0274077
20000;0.0488726;0.0348906;0.0547793;0.0354385;0.0455561;0.0346036;0.0654299;0.0500323;0.0367274;0.0353522
1000;0.00275373;0.00186787;0.00871418;0.00186902;0.00243759;0.00181325;0.00365653;0.00273323;0.00187785;0.00181859
5000;0.0129568;0.00901325;0.0181761;0.00879083;0.0115683;0.00869704;0.017369;0.0123452;0.00931955;0.0089685
10000;0.0244603;0.0174863;0.0289484;0.0171905;0.0228875;0.0178118;0.0328197;0.0242715;0.0186402;0.0178374
15000;0.0405983;0.0282968;0.0438972;0.0289402;0.0367788;0.0272135;0.0407271;0.0317787;0.0285164;0.0272612
20000;0.0498757;0.0347644;0.0551493;0.0343616;0.0453255;0.0345316;0.0659697;0.0499878;0.0368849;0.0352164
1000;0.00260496;0.00186167;0.00876195;0.0018437;0.00244683;0.0018642;0.00378366;0.00283142;0.00186187;0.00184025
5000;0.0123001;0.00875411;0.018068;0.00867248;0.0116342;0.00871312;0.01678;0.0125906;0.0091993;0.00898462
10000;0.0244585;0.0177967;0.0296535;0.0173344;0.0226488;0.0177582;0.0327617;0.0245181;0.0183157;0.017559
15000;0.0409029;0.0281924;0.0441167;0.0290153;0.0369682;0.0273226;0.0411513;0.0320094;0.0281858;0.0272245
20000;0.0492723;0.0350003;0.0539264;0.0353296;0.0460806;0.0352251;0.0659226;0.050316;0.0373278;0.0359227
1000;0.00281575;0.00187405;0.00878134;0.00186057;0.00242564;0.00183745;0.00374353;0.00273669;0.00192506;0.00183272
5000;0.0121906;0.00868593;0.0177559;0.00883928;0.0114768;0.00867029;0.0168127;0.0124004;0.00929755;0.00897236
10000;0.0248109;0.0176502;0.0293914;0.0171986;0.0223366;0.0221571;0.035396;0.0246712;0.0182698;0.0175714
15000;0.0399139;0.0284406;0.043252;0.0290927;0.0376861;0.0273906;0.0408408;0.0316064;0.0281812;0.0268094
20000;0.048629;0.0349984;0.0544456;0.0355372;0.0457525;0.0347832;0.0657467;0.0500532;0.0370418;0.0352466
1000;0.00264816;0.00187785;0.0088789;0.00182677;0.00242292;0.0018582;0.00372837;0.00271744;0.00185148;0.00181561
5000;0.0122181;0.00874157;0.0177925;0.00872957;0.0114873;0.00864144;0.0162895;0.0123032;0.00956623;0.00904108
10000;0.0240617;0.0177211;0.0292971;0.0172452;0.0228654;0.0177913;0.0327183;0.0243952;0.0184198;0.0177261
15000;0.0402279;0.0282171;0.0432777;0.029225;0.0366737;0.0270872;0.0408724;0.0316938;0.028065;0.0271929
20000;0.0492311;0.0349076;0.053715;0.0352887;0.0458676;0.0348283;0.0669817;0.0510852;0.0368342;0.0353268
1000;0.00268695;0.0019519;0.00890432;0.00191741;0.00243274;0.0018449;0.00377535;0.00278331;0.00194051;0.00183961
5000;0.0121144;0.00894744;0.0182104;0.00894584;0.0116264;0.00896653;0.0167432;0.0125037;0.00956496;0.00908182
10000;0.0242479;0.0176947;0.0294613;0.0172831;0.0227887;0.0177885;0.0327113;0.0244572;0.0186172;0.0179257
15000;0.0401554;0.0280285;0.0444803;0.0283304;0.0368676;0.0271996;0.0412098;0.0318077;0.028641;0.0274994
20000;0.0489582;0.0353082;0.0564503;0.0358784;0.0458215;0.0347222;0.065909;0.0508073;0.0368924;0.0356154
1000;0.00256918;0.00185099;0.00872797;0.00183701;0.00239072;0.00182645;0.00372047;0.00270507;0.00186011;0.00179193
5000;0.0121197;0.00875662;0.017962;0.00872394;0.0118968;0.00878064;0.0169497;0.012468;0.00946545;0.00903093
10000;0.0249179;0.018007;0.0301734;0.0175508;0.0225762;0.0178878;0.0330488;0.0243896;0.0182109;0.017528
15000;0.0401464;0.0285581;0.0440708;0.0289388;0.0371103;0.0271117;0.041108;0.0322228;0.0281078;0.0267688
20000;0.0494612;0.0349566;0.0550579;0.0353267;0.0456447;0.0349152;0.0662928;0.0509253;0.0374168;0.0354554
1000;0.00260001;0.0019475;0.00895219;0.00184838;0.00250745;0.00184392;0.00368315;0.00273252;0.0019238;0.0018418
5000;0.0123172;0.00882705;0.0178025;0.00892776;0.0115723;0.00879717;0.016946;0.0124945;0.00943342;0.00907681
10000;0.0245697;0.017385;0.0289754;0.0170614;0.0223413;0.0176824;0.0326951;0.0240272;0.0182032;0.0176059
15000;0.0400607;0.0276674;0.0431718;0.0297519;0.0369683;0.0273883;0.040938;0.032056;0.0279954;0.0270366
20000;0.0495131;0.0352236;0.0555938;0.035452;0.0457248;0.0353926;0.0659502;0.0506292;0.0368085;0.035282
1000;0.00279678;0.00191225;0.00880372;0.00187766;0.00242349;0.00182822;0.00381729;0.00274334;0.0018752;0.00179543
5000;0.0123362;0.00904383;0.0176263;0.00869552;0.0114133;0.00868746;0.0169834;0.0123194;0.00929711;0.00897593
10000;0.0244089;0.0177563;0.0294884;0.0173357;0.0226993;0.0180856;0.0333795;0.0241664;0.0185173;0.0176609
15000;0.0401218;0.0280831;0.0437787;0.0297243;0.0373902;0.027105;0.0407138;0.0320216;0.0281639;0.0270586
20000;0.0490882;0.034577;0.0579769;0.0355898;0.0453762;0.0348171;0.0663518;0.0497707;0.0371172;0.035682
1000;0.00269882;0.00188366;0.00887924;0.00190306;0.00246419;0.00186217;0.00386225;0.00276316;0.0019928;0.00190556
5000;0.0122223;0.00882051;0.0179047;0.00887687;0.0114379;0.00879685;0.0167904;0.0124184;0.00930946;0.00889199
10000;0.024716;0.0177739;0.0292321;0.0175087;0.022957;0.0185614;0.0331582;0.0246911;0.0184992;0.0177694
15000;0.0398211;0.0283199;0.043784;0.0301692;0.0373756;0.0271943;0.0409645;0.0318412;0.0283513;0.0270253
20000;0.0494358;0.0353608;0.0555601;0.0356467;0.0458042;0.0351187;0.066582;0.0507385;0.0375495;0.0358749
1000;0.00271788;0.00203142;0.00914611;0.00188245;0.00247246;0.00204775;0.00383048;0.0027499;0.00185766;0.00183756
5000;0.0129811;0.00911123;0.018168;0.00902317;0.0116941;0.0093654;0.0166097;0.0123052;0.00951011;0.00915473
10000;0.0241671;0.0174711;0.0293665;0.0171836;0.0228925;0.0178999;0.0333182;0.0240345;0.018606;0.0179979
15000;0.0394887;0.0278029;0.0429866;0.0290199;0.037331;0.026889;0.0407857;0.0317573;0.0281266;0.0269521
20000;0.0487169;0.0352679;0.0547308;0.0359805;0.0457463;0.0347726;0.0657415;0.0500409;0.0378773;0.0359332
1000;0.00264004;0.0018581;0.00867022;0.00184628;0.00246117;0.00184072;0.00372277;0.00270929;0.00188431;0.00184127
5000;0.0123695;0.00885585;0.0187833;0.00881129;0.0118293;0.00879287;0.0171387;0.0125504;0.00954168;0.00914517
10000;0.0246637;0.0175608;0.0291047;0.0171538;0.0229733;0.0182769;0.0331064;0.0247679;0.0188277;0.0180139
15000;0.0397007;0.0285256;0.0434806;0.030001;0.0371311;0.0275398;0.0410928;0.0318439;0.0283138;0.0270403
20000;0.0494886;0.034833;0.0539901;0.0357379;0.0457454;0.0337174;0.0661655;0.049491;0.0367049;0.0353213
1000;0.00278395;0.00190504;0.00862189;0.00185819;0.00240578;0.00186802;0.003761;0.00270978;0.00192788;0.0018586
5000;0.0123621;0.00858682;0.0176269;0.00865991;0.0113973;0.00871757;0.0166373;0.0127056;0.00937647;0.00904983
10000;0.0242257;0.0177794;0.0297188;0.0172771;0.0228843;0.0182721;0.0329544;0.0241439;0.0184056;0.0177378
15000;0.0406714;0.0281922;0.043223;0.0295046;0.0367726;0.0273485;0.040884;0.0317671;0.0289789;0.027272
20000;0.0492353;0.0354647;0.0547203;0.0359048;0.0458301;0.0347422;0.0670729;0.0504737;0.0372394;0.0356153
1000;0.00277292;0.00190707;0.0093606;0.00190262;0.00251574;0.00185444;0.00377791;0.00277687;0.002003;0.00180473
5000;0.0126051;0.00924007;0.0183906;0.00878495;0.0113831;0.0090666;0.0168973;0.0126074;0.00920106;0.00879256
10000;0.0243458;0.0185237;0.0290799;0.0172698;0.0229023;0.0176138;0.032621;0.0240988;0.0186002;0.0179966
15000;0.0397353;0.0279885;0.0436042;0.0288833;0.0368421;0.0271017;0.041288;0.0317045;0.0282425;0.0270516
20000;0.0487291;0.0345936;0.0544022;0.0352234;0.0450945;0.0347387;0.0655806;0.0497307;0.037417;0.0357023
1000;0.00266654;0.00200237;0.00892926;0.00188481;0.00247435;0.00187321;0.00378782;0.00275471;0.00196213;0.00185295
5000;0.0124583;0.00893862;0.0176208;0.00876408;0.0115396;0.00865908;0.0167816;0.0124414;0.00939805;0.00886837
10000;0.0251691;0.0175649;0.0296901;0.0175183;0.0225468;0.0179275;0.0330138;0.0243969;0.0183303;0.0176216
15000;0.0401313;0.0285842;0.0440105;0.0300672;0.0374727;0.0275165;0.041331;0.0322587;0.0284728;0.0273041
20000;0.0487333;0.0352389;0.0549659;0.0352349;0.0453884;0.0347198;0.0658403;0.0503716;0.0370387;0.0357324
1000;0.00262425;0.00188149;0.00929697;0.0018531;0.00251354;0.00184899;0.00371426;0.00274721;0.00188778;0.00182087
5000;0.0118646;0.00872386;0.0184201;0.00871638;0.0115331;0.008726;0.0173522;0.0125295;0.00927653;0.00893046
10000;0.0245838;0.0178252;0.0293826;0.0174395;0.0226895;0.0183565;0.0331859;0.0244052;0.0184587;0.0177922
15000;0.0404544;0.0284419;0.0439035;0.0302918;0.037564;0.0274008;0.0409299;0.0319541;0.0285143;0.027135
20000;0.0495706;0.0355988;0.0565567;0.0357937;0.0457599;0.035394;0.0662543;0.050516;0.0380087;0.0362376
1000;0.00276373;0.00188571;0.0086568;0.00186574;0.0024229;0.00181898;0.00378212;0.0027416;0.00191892;0.0017976
5000;0.0118977;0.00884199;0.0177128;0.00870091;0.0116943;0.0087684;0.0167028;0.0124968;0.00932282;0.00890314
10000;0.0251845;0.0176133;0.0292042;0.0174158;0.022631;0.0191276;0.0341728;0.0243553;0.0184251;0.0177108
15000;0.0400728;0.0281755;0.0440034;0.0292087;0.0368679;0.027198;0.0410853;0.0322376;0.0280843;0.0269574
20000;0.0488636;0.0350117;0.0545177;0.0349839;0.0453793;0.034263;0.0657785;0.0498616;0.0369429;0.0355052
1000;0.00268165;0.00191562;0.00904669;0.00187333;0.00246938;0.00194421;0.00376934;0.00276019;0.00187095;0.00183341
5000;0.0125161;0.00879682;0.0178573;0.00874719;0.0116612;0.00887736;0.0166024;0.0123762;0.00943457;0.00902873
10000;0.0238358;0.0174829;0.0290305;0.0172368;0.0227817;0.0177602;0.0326858;0.0241721;0.018348;0.0176788
15000;0.0399908;0.0281354;0.0440174;0.0290998;0.0367694;0.0274675;0.0412657;0.0317191;0.0285402;0.0270791
20000;0.0489843;0.0360905;0.0546443;0.0362483;0.0468254;0.0358609;0.0658301;0.0505072;0.0379601;0.0364011
1000;0.00270871;0.00187377;0.00937125;0.00182158;0.00244276;0.00181763;0.00370144;0.00269782;0.00189514;0.00184398
5000;0.0122498;0.00875211;0.0182349;0.008716;0.0114155;0.00878369;0.017011;0.0123577;0.00924259;0.00895582
10000;0.0243324;0.017525;0.0290692;0.0174226;0.0226456;0.0179741;0.0330884;0.0247749;0.0181795;0.0175579
15000;0.0405683;0.0288675;0.0442052;0.0296779;0.0371305;0.0276146;0.0408373;0.0323125;0.0287896;0.0274366
20000;0.0488776;0.0356707;0.056563;0.0353803;0.0460549;0.0349909;0.0664235;0.0505966;0.0376464;0.0359846
1000;0.00272704;0.00193487;0.00926603;0.00187762;0.00249028;0.00186026;0.00383786;0.00289219;0.00189973;0.00187084
5000;0.0123132;0.00885639;0.0178235;0.00877624;0.0116871;0.00883849;0.0168994;0.0125472;0.0093022;0.00897752
10000;0.0241282;0.01751;0.0291645;0.0171649;0.0227975;0.0177321;0.0328268;0.0242731;0.0181477;0.0175949
15000;0.0398383;0.0280245;0.0434814;0.0290974;0.0369841;0.0271143;0.0409772;0.0316542;0.0282711;0.0268611
20000;0.0494886;0.0347088;0.0544524;0.0353092;0.0456623;0.0348229;0.0661766;0.0506117;0.0369377;0.0355014
1000;0.00276076;0.00192533;0.00882143;0.00187162;0.00247199;0.00180024;0.00365726;0.00272142;0.00189633;0.00178967
5000;0.0122051;0.00873228;0.0178878;0.00880534;0.0114715;0.00873877;0.0167847;0.0124028;0.0092593;0.00896002
10000;0.0239474;0.0176989;0.0296066;0.0173554;0.0225054;0.0178666;0.033005;0.0245647;0.0183635;0.0176352
15000;0.0394999;0.0281737;0.044488;0.0290692;0.0372117;0.0270714;0.0413128;0.0321204;0.0280232;0.0270147
20000;0.0490643;0.0350648;0.0556149;0.0352594;0.0457173;0.034387;0.0651724;0.049683;0.037558;0.0360196
1000;0.00262537;0.00186816;0.00871691;0.00183291;0.00247722;0.00183368;0.0037298;0.00274479;0.00192526;0.00183231
5000;0.0123036;0.00902705;0.0179192;0.00876575;0.0118364;0.00901347;0.0168315;0.0127251;0.00958389;0.00903969
10000;0.0241873;0.0177211;0.0292227;0.0173715;0.0227984;0.0180108;0.0333097;0.0245636;0.0183834;0.0177713
15000;0.0396189;0.0284648;0.0438898;0.0291844;0.0367223;0.0270932;0.041018;0.0320239;0.0281443;0.0270031
20000;0.0489421;0.0350175;0.0546049;0.0359525;0.0454038;0.0349072;0.0660351;0.05064;0.0368511;0.03542
1000;0.0027664;0.00190561;0.0091195;0.00190391;0.00249652;0.00187708;0.00377861;0.00278261;0.00191733;0.00183238
5000;0.0120902;0.00874047;0.0179532;0.00870669;0.0113337;0.00874327;0.0175015;0.0124917;0.00927279;0.0089383
10000;0.0239852;0.017788;0.0292755;0.0173711;0.0228053;0.0178615;0.0327766;0.0242788;0.0184537;0.0178161
15000;0.0397882;0.0278812;0.0437831;0.0344206;0.0374058;0.0267756;0.040756;0.0320842;0.0281592;0.0269085
20000;0.0485164;0.0348291;0.0559443;0.0353982;0.0457871;0.0349455;0.0661863;0.0500035;0.0378192;0.0363323
1000;0.0027743;0.0018911;0.00871592;0.00187019;0.0024465;0.00181326;0.00373162;0.0027599;0.00190158;0.00182699
5000;0.0120348;0.00867227;0.0180752;0.00863657;0.0113067;0.00862533;0.0167739;0.0127218;0.00938431;0.00900417
10000;0.0242144;0.0175126;0.0292767;0.0171435;0.0223727;0.0180346;0.0329337;0.024332;0.0181981;0.0176069
15000;0.0392732;0.0279537;0.0438203;0.03127;0.0374491;0.0272172;0.041026;0.0317116;0.028502;0.0274236
20000;0.0497485;0.0343667;0.0556988;0.0353049;0.0455914;0.0348444;0.0661094;0.0503058;0.0369489;0.0356919
1000;0.00270139;0.00193378;0.00892079;0.00193443;0.00248171;0.00185547;0.00376202;0.00278429;0.00202111;0.00185758
5000;0.0124156;0.00891231;0.0176003;0.00869295;0.0113733;0.00865249;0.0167812;0.0123382;0.00935445;0.00905488
10000;0.025134;0.0179161;0.02995;0.0179174;0.0232303;0.0189632;0.0333313;0.0245875;0.0185099;0.0178593
15000;0.0401549;0.0284985;0.0447608;0.0295606;0.0380979;0.0276948;0.041284;0.0323097;0.0284774;0.0272133
20000;0.0492377;0.035166;0.0546454;0.035477;0.0457319;0.0352921;0.0667629;0.0508029;0.0366225;0.0355881
1000;0.00265085;0.00188356;0.00883188;0.00184668;0.00240229;0.00183859;0.00369026;0.00272319;0.00189963;0.00181292
5000;0.0121723;0.00883079;0.0179423;0.0088158;0.0115998;0.00895478;0.0171224;0.0126522;0.00934634;0.00908822
10000;0.0246161;0.0177505;0.0307937;0.0173408;0.0224517;0.0178553;0.0329725;0.0241868;0.018254;0.0175297
15000;0.0397836;0.0280658;0.0434351;0.0296484;0.0372154;0.0273611;0.0411951;0.0319654;0.028181;0.0271011
20000;0.0499887;0.034831;0.0552287;0.0350844;0.0453185;0.0338827;0.066227;0.0507302;0.0369659;0.0353081
1000;0.00265985;0.00190986;0.00884125;0.00186558;0.00244377;0.00187118;0.00378616;0.00275176;0.00189967;0.00186791
5000;0.0121429;0.00869827;0.0181642;0.00866854;0.0114706;0.00872211;0.017228;0.0126497;0.00946822;0.00906126
10000;0.0243756;0.0177064;0.0293804;0.0174751;0.0228572;0.0183143;0.0331417;0.024399;0.0188195;0.0179429
15000;0.0393364;0.0280229;0.0434407;0.0318458;0.0367374;0.0269573;0.0409654;0.0320108;0.027932;0.0268275
20000;0.0485309;0.0353513;0.0571042;0.0357035;0.0465505;0.0350547;0.0654568;0.0502528;0.0376522;0.036073
1000;0.00272069;0.00190088;0.00875337;0.00188389;0.00242575;0.00180971;0.00370583;0.00272202;0.00189153;0.00179397
5000;0.0124239;0.00860247;0.0176155;0.00868177;0.0114679;0.00879679;0.0167544;0.0124335;0.00924335;0.00899513
10000;0.0245024;0.0175384;0.0296918;0.0171811;0.0232501;0.0178131;0.0335601;0.024312;0.0186163;0.0179147
15000;0.0402748;0.0285914;0.0442258;0.0296218;0.0376658;0.0273232;0.0412946;0.0319181;0.0284324;0.0270932
20000;0.0482401;0.0349483;0.054041;0.0352328;0.0448354;0.0342399;0.0654723;0.0497934;0.0368699;0.0356181
1000;0.00269287;0.00193837;0.00897165;0.0018784;0.00247462;0.00184785;0.00374466;0.00277821;0.00198801;0.00191702
5000;0.0121876;0.0088266;0.0177139;0.00879657;0.0114048;0.00872237;0.0165723;0.0123608;0.0093238;0.00896516
10000;0.0245964;0.0176247;0.0297096;0.0173153;0.0229422;0.0178086;0.0330982;0.0246579;0.0180383;0.0175221
15000;0.0398722;0.0280381;0.0441003;0.0313395;0.0366775;0.0271435;0.0408564;0.0316345;0.0279271;0.0267145
20000;0.0483502;0.0348598;0.0541497;0.0346814;0.0457962;0.0343084;0.0659105;0.0498537;0.0368872;0.0353549
1000;0.00269357;0.00185152;0.00884319;0.0018304;0.00244006;0.00185693;0.00368851;0.00275772;0.00188995;0.0018207
5000;0.0122357;0.0089192;0.0180813;0.00877463;0.0117703;0.00878439;0.0169208;0.0123984;0.0093078;0.00892487
10000;0.024;0.0176717;0.0298516;0.0173937;0.0227346;0.0180713;0.0328562;0.024157;0.0181851;0.0177017
15000;0.0400896;0.0284553;0.043823;0.0291343;0.0371349;0.0272858;0.0410962;0.0320024;0.0282488;0.0267125
20000;0.0494523;0.0344183;0.0543532;0.0351034;0.0452465;0.0342093;0.0660286;0.0501928;0.0369948;0.0358856
1000;0.00270975;0.001898;0.008864;0.00185092;0.00242983;0.00184554;0.00371817;0.00271869;0.00190876;0.0018456
5000;0.0124155;0.00892613;0.0183689;0.00862444;0.011792;0.0088859;0.0168633;0.012339;0.00918114;0.00886929
10000;0.0262986;0.0194514;0.0311962;0.0189238;0.0249067;0.0196187;0.0338458;0.0254594;0.0196554;0.0190186
15000;0.0403873;0.0281449;0.0439339;0.0297288;0.0366332;0.0276305;0.0412387;0.0319302;0.0282307;0.0271442
20000;0.0499686;0.0350881;0.0552771;0.0355823;0.0452796;0.034216;0.0656121;0.0498684;0.037258;0.0358691
1000;0.00285935;0.00188934;0.00883707;0.00184309;0.0024854;0.00180573;0.00368841;0.0027384;0.00189239;0.00185042
5000;0.0123265;0.00866401;0.0178943;0.00867009;0.0115134;0.00879301;0.0172402;0.0124022;0.00925538;0.00888066
10000;0.024184;0.017714;0.0294446;0.0172744;0.0228765;0.0181769;0.0328762;0.024365;0.0181886;0.0175682
15000;0.0412615;0.0287555;0.0438696;0.0294321;0.0378106;0.0272577;0.0411983;0.0322805;0.0285724;0.0270542
20000;0.0502209;0.0357004;0.0555817;0.0360094;0.0457645;0.0353206;0.0664953;0.0506728;0.0378757;0.0363105
1000;0.002541;0.00185903;0.00886371;0.00185336;0.00247698;0.00186542;0.0036895;0.0026927;0.00186966;0.00183872
5000;0.0122723;0.00874377;0.0177465;0.00860281;0.0114056;0.008739;0.0167136;0.0125058;0.00944736;0.00899977
10000;0.0244726;0.0179689;0.0297018;0.0175956;0.022817;0.0178639;0.0332177;0.0243545;0.0187247;0.0180052
15000;0.0401792;0.0285402;0.0438663;0.0293437;0.0370266;0.0269978;0.0410799;0.031625;0.0285581;0.0273445
20000;0.0498518;0.0359749;0.0553555;0.0359106;0.045866;0.0352889;0.0662775;0.0499465;0.0377772;0.0362883
1000;0.00257073;0.00188536;0.00892807;0.00183607;0.00247562;0.0018511;0.00372051;0.00271479;0.00184396;0.00183094
5000;0.0120819;0.00873805;0.017732;0.00869378;0.0116036;0.00870921;0.0167929;0.0127708;0.00929337;0.00891149
10000;0.0245014;0.0176648;0.0291395;0.0175901;0.0225417;0.0179991;0.0330424;0.0245769;0.0182928;0.0175594
15000;0.0403395;0.0280307;0.0451322;0.0293047;0.0372126;0.0275492;0.0404429;0.0319762;0.0281991;0.0270133
20000;0.0492693;0.0348633;0.0544562;0.035152;0.0452667;0.0348066;0.0659929;0.0503122;0.0370762;0.0358426
1000;0.00266923;0.00195006;0.00879888;0.00190697;0.00246539;0.0018975;0.00376912;0.00293384;0.00191448;0.00186268
5000;0.0122807;0.00888931;0.0178215;0.00875322;0.0116422;0.00875784;0.0171438;0.0124432;0.00922927;0.00887605
10000;0.0244092;0.017677;0.0298559;0.0174327;0.0227592;0.0178884;0.0327482;0.02476;0.0186283;0.0177313
15000;0.0395956;0.0283315;0.0432475;0.0325007;0.0374815;0.0268179;0.040388;0.0315345;0.0280786;0.0269298
20000;0.0497398;0.0351284;0.0553249;0.0355246;0.0457409;0.0349277;0.0655228;0.0503055;0.0376462;0.0358393
1000;0.00299026;0.00185874;0.00877054;0.00185124;0.00241355;0.00183172;0.00371066;0.00273352;0.00186621;0.00180221
5000;0.0130243;0.00881123;0.0179699;0.00873056;0.0113746;0.00872606;0.017003;0.0122777;0.00929827;0.00889792
10000;0.0246286;0.0176493;0.0291516;0.0174461;0.0226698;0.0178768;0.0336597;0.0243758;0.0184945;0.0179225
15000;0.0392445;0.0279832;0.0437602;0.0292947;0.037359;0.0272429;0.0407331;0.0315967;0.0286766;0.0273714
20000;0.0488929;0.0350119;0.0545265;0.0353672;0.0451254;0.0344077;0.0651789;0.0503233;0.0373849;0.035606
1000;0.00282776;0.0018633;0.00870932;0.00183688;0.00246452;0.00182364;0.00377954;0.00273284;0.00189077;0.0018505
5000;0.0119988;0.00867746;0.0179741;0.00866391;0.0113852;0.00870712;0.0167173;0.0125731;0.00918135;0.00893815
10000;0.0241253;0.0174976;0.0295799;0.0172836;0.022631;0.0177504;0.033094;0.0242209;0.0180961;0.0175604
15000;0.0393524;0.0283449;0.0438834;0.0291769;0.0375331;0.027139;0.0411992;0.0317819;0.0283215;0.0272542
20000;0.0485117;0.034486;0.0551985;0.0353066;0.0453776;0.0344901;0.0661151;0.0500633;0.0366983;0.0352496
1000;0.00263734;0.00188589;0.00880154;0.00183712;0.00242276;0.00184755;0.00373466;0.00272446;0.00186206;0.00189748
5000;0.0120249;0.00882152;0.0179878;0.00875261;0.0115388;0.00864835;0.0165658;0.0124625;0.00928489;0.00902755
10000;0.0251839;0.0178301;0.0291429;0.0172162;0.0228105;0.0177804;0.0329799;0.0241037;0.018424;0.0177465
15000;0.0398043;0.0281871;0.0437926;0.0289062;0.0370458;0.0271392;0.0410286;0.0320786;0.0280004;0.026907
20000;0.0487552;0.0348824;0.054911;0.035181;0.0456066;0.0345785;0.0654209;0.0497573;0.0374763;0.0359079
